x;y;z;
-0.204;-0.639; 0.487;
-0.503;-0.590; 0.322;
-0.503;-0.590; 0.322;
-0.559;-0.563; 0.411;
-0.585;-0.580; 0.237;
-0.585;-0.580; 0.237;
-0.699;-0.585; 0.907;
-0.699;-0.585; 0.907;
-0.516;-0.647; 0.767;
-0.568;-0.628; 0.829;
-0.707;-0.597; 0.750;
-0.688;-0.610; 0.647;
-0.688;-0.610; 0.647;
-0.819;-0.588; 0.325;
-0.564;-0.663; 0.225;
-0.564;-0.663; 0.225;
-0.621;-0.650; 0.071;
-0.718;-0.621;-0.187;
-0.718;-0.621;-0.187;
-0.440;-0.693;-0.283;
-0.440;-0.693;-0.283;
-0.602;-0.643;-0.474;
-0.656;-0.619;-0.634;
-0.401;-0.689;-0.593;
-0.401;-0.689;-0.593;
-0.483;-0.633;-0.011;
-0.327;-0.667;-0.057;
-0.327;-0.667;-0.057;
-0.244;-0.680;-0.116;
-0.350;-0.639;-0.244;
-0.350;-0.639;-0.244;
-0.970;-0.723;-0.252;
-0.153;-0.649;-0.500;
-0.153;-0.649;-0.500;
-0.932;-0.664;-0.689;
-0.675;-0.711;-0.697;
-0.675;-0.711;-0.697;
-0.728;-0.656;-0.938;
-0.474;-0.684;-0.011;
-0.474;-0.684;-0.011;
-0.103;-0.727;-0.036;
-0.177;-0.667;-0.268;
-0.177;-0.667;-0.268;
-0.847;-0.693;-0.304;
-0.815;-0.697;-0.299;
-0.815;-0.697;-0.299;
-0.469;-0.653;-0.567;
-0.040;-0.656;-0.597;
-0.040;-0.656;-0.597;
-0.127;-0.621;-0.722;
-0.127;-0.621;-0.722;
 0.199;-0.602;-0.785;
 0.717;-0.615;-0.650;
 0.827;-0.623;-0.589;
 0.827;-0.623;-0.589;
 0.101;-0.562;-0.711;
 0.101;-0.562;-0.711;
 0.276;-0.604;-0.474;
 0.480;-0.580;-0.453;
 0.480;-0.580;-0.453;
 0.881;-0.528;-0.382;
 0.964;-0.543;-0.250;
 0.964;-0.543;-0.250;
 0.322;-0.477;-0.185;
 0.637;-0.244;-0.754;
 0.637;-0.244;-0.754;
 0.672;-0.268;-0.637;
 0.672;-0.268;-0.637;
 0.812;-0.363;-0.102;
 0.664;-0.380;-0.215;
 0.664;-0.380;-0.215;
 0.686;-0.336;-0.367;
 0.599;-0.371;-0.327;
 0.269;-0.407;-0.521;
 0.219;-0.350;-0.764;
 0.219;-0.350;-0.764;
 0.989;-0.454;-0.579;
 0.800;-0.428;-0.802;
 0.800;-0.428;-0.802;
 0.412;-0.493;-0.806;
 0.207;-0.470;-0.976;
 0.207;-0.470;-0.976;
 0.929;-0.492;-0.003;
 0.515;-0.561;-0.881;
 0.515;-0.561;-0.881;
 0.156;-0.486;-0.158;
-0.127;-0.573;-0.885;
-0.127;-0.573;-0.885;
-0.586;-0.632;-0.622;
-0.071;-0.596;-0.600;
-0.071;-0.596;-0.600;
-0.447;-0.625;-0.290;
-0.684;-0.653;-0.990;
-0.684;-0.653;-0.990;
-0.949;-0.617;-0.926;
-0.350;-0.620;-0.386;
-0.350;-0.620;-0.386;
-0.432;-0.621;-0.231;
-0.428;-0.668;-0.795;
-0.428;-0.668;-0.795;
-0.677;-0.632;-0.209;
-0.677;-0.632;-0.209;
-0.319;-0.722;-0.315;
-0.392;-0.709;-0.094;
-0.392;-0.709;-0.094;
-0.402;-0.704;-0.214;
-0.577;-0.661; 0.097;
-0.577;-0.661; 0.097;
-0.475;-0.688;-0.075;
-0.475;-0.688;-0.075;
-0.671;-0.628;-0.388;
-0.469;-0.679;-0.464;
-0.469;-0.679;-0.464;
-0.540;-0.659;-0.488;
-0.447;-0.658;-0.852;
-0.447;-0.658;-0.852;
-0.109;-0.716;-0.070;
-0.280;-0.651;-0.281;
-0.110;-0.654;-0.528;
-0.110;-0.654;-0.528;
-0.811;-0.729;-0.434;
-0.872;-0.663;-0.764;
-0.872;-0.663;-0.764;
-0.435;-0.709;-0.914;
-0.546;-0.678;-0.983;
-0.546;-0.678;-0.983;
-0.257;-0.668;-0.222;
-0.044;-0.694;-0.217;
-0.044;-0.694;-0.217;
-0.122;-0.670;-0.286;
-0.122;-0.670;-0.286;
-0.561;-0.674;-0.467;
-0.401;-0.694;-0.418;
-0.460;-0.672;-0.496;
 0.002;-0.650;-0.621;
 0.002;-0.650;-0.621;
 0.190;-0.655;-0.594;
 0.432;-0.602;-0.757;
 0.432;-0.602;-0.757;
 0.757;-0.597;-0.703;
 0.860;-0.622;-0.581;
 0.860;-0.622;-0.581;
 0.223;-0.536;-0.750;
 0.223;-0.536;-0.750;
 0.583;-0.530;-0.581;
 0.902;-0.245;-0.301;
 0.902;-0.245;-0.301;
 0.049;-0.146;-0.484;
 0.885;-0.480;-0.562;
 0.885;-0.480;-0.562;
 0.931;-0.480;-0.526;
 0.219;-0.472;-0.311;
 0.219;-0.472;-0.311;
 0.253;-0.499;-0.162;
 0.567;-0.431;-0.109;
 0.567;-0.431;-0.109;
 0.701;-0.401;-0.075;
 0.668;-0.252;-0.696;
 0.803;-0.216;-0.681;
 0.803;-0.216;-0.681;
 0.590;-0.301;-0.600;
 0.567;-0.297;-0.639;
 0.567;-0.297;-0.639;
 0.404;-0.355;-0.586;
 0.404;-0.355;-0.586;
 0.203;-0.395;-0.621;
 0.958;-0.422;-0.717;
 0.958;-0.422;-0.717;
 0.825;-0.471;-0.637;
 0.320;-0.534;-0.710;
 0.320;-0.534;-0.710;
 0.897;-0.634;-0.524;
 0.204;-0.680;-0.498;
 0.204;-0.680;-0.498;
-0.598;-0.744;-0.164;
-0.598;-0.744;-0.164;
-0.619;-0.722;-0.688;
-0.233;-0.662;-0.286;
-0.314;-0.694;-0.815;
-0.529;-0.661;-0.506;
-0.529;-0.661;-0.506;
-0.625;-0.645;-0.267;
-0.625;-0.645;-0.267;
-0.581;-0.660; 0.071;
-0.692;-0.630;-0.078;
-0.692;-0.630;-0.078;
-0.507;-0.678;-0.210;
-0.643;-0.641;-0.223;
-0.643;-0.641;-0.223;
-0.671;-0.615;-0.632;
-0.595;-0.625;-0.784;
-0.595;-0.625;-0.784;
-0.530;-0.635;-0.863;
-0.495;-0.622;-0.084;
-0.150;-0.701;-0.124;
-0.150;-0.701;-0.124;
-0.147;-0.641;-0.557;
-0.726;-0.653;-0.957;
-0.726;-0.653;-0.957;
-0.262;-0.673;-0.197;
-0.853;-0.663;-0.427;
-0.853;-0.663;-0.427;
 0.160;-0.623;-0.713;
 0.778;-0.652;-0.495;
 0.778;-0.652;-0.495;
 0.359;-0.642;-0.276;
 0.744;-0.628;-0.062;
 0.007;-0.552;-0.172;
 0.007;-0.552;-0.172;
 0.480;-0.344;-0.553;
 0.480;-0.344;-0.553;
 0.334;-0.379;-0.563;
 0.184;-0.357;-0.769;
 0.184;-0.357;-0.769;
 0.212;-0.547;-0.986;
 0.235;-0.458;-0.354;
 0.235;-0.458;-0.354;
 0.129;-0.577;-0.931;
 0.295;-0.481;-0.199;
 0.295;-0.481;-0.199;
 0.274;-0.417;-0.476;
 0.234;-0.448;-0.394;
 0.234;-0.448;-0.394;
 0.909;-0.500;-0.467;
 0.909;-0.500;-0.467;
 0.586;-0.470;-0.792;
 0.083;-0.605;-0.562;
 0.083;-0.605;-0.562;
 0.549;-0.638;-0.607;
-0.449;-0.756;-0.146;
-0.449;-0.756;-0.146;
-0.333;-0.727;-0.899;
-0.849;-0.686;-0.655;
-0.849;-0.686;-0.655;
-0.806;-0.744;-0.336;
-0.174;-0.707;-0.019;
-0.174;-0.707;-0.019;
-0.407;-0.630;-0.208;
-0.407;-0.630;-0.208;
-0.761;-0.711;-0.608;
-0.895;-0.669;-0.706;
-0.979;-0.641;-0.764;
-0.628;-0.712;-0.736;
-0.628;-0.712;-0.736;
-0.876;-0.675;-0.689;
-0.876;-0.675;-0.689;
-0.625;-0.670;-0.959;
-0.563;-0.697;-0.875;
-0.766;-0.646;-0.957;
-0.766;-0.646;-0.957;
-0.688;-0.633;-0.082;
-0.688;-0.633;-0.082;
-0.468;-0.691;-0.979;
-0.378;-0.615;-0.376;
-0.912;-0.645;-0.476;
-0.912;-0.645;-0.476;
-0.761;-0.622;-0.611;
-0.196;-0.617;-0.733;
-0.196;-0.617;-0.733;
 0.176;-0.634;-0.671;
 0.440;-0.598;-0.768;
 0.440;-0.598;-0.768;
 0.949;-0.605;-0.614;
 0.908;-0.629;-0.538;
 0.908;-0.629;-0.538;
 0.013;-0.562;-0.745;
 0.172;-0.550;-0.723;
 0.172;-0.550;-0.723;
 0.055;-0.566;-0.713;
 0.076;-0.479;-0.995;
 0.076;-0.479;-0.995;
 0.403;-0.456;-0.933;
 0.403;-0.456;-0.933;
 0.277;-0.459;-0.980;
 0.374;-0.457;-0.943;
 0.206;-0.422;-0.122;
 0.206;-0.422;-0.122;
 0.059;-0.339;-0.414;
 0.825;-0.331;-0.499;
 0.825;-0.331;-0.499;
 0.705;-0.613;-0.659;
 0.705;-0.613;-0.659;
 0.740;-0.595;-0.715;
 0.717;-0.624;-0.618;
 0.717;-0.624;-0.618;
 0.784;-0.602;-0.680;
 0.442;-0.595;-0.780;
 0.442;-0.595;-0.780;
 0.271;-0.286;-0.698;
 0.091;-0.377;-0.472;
 0.091;-0.377;-0.472;
 0.091;-0.260;-0.771;
-0.526;-0.262;-0.732;
-0.526;-0.262;-0.732;
-0.309;-0.309;-0.637;
-0.607;-0.293;-0.641;
-0.607;-0.293;-0.641;
-0.914;-0.212;-0.781;
-0.914;-0.212;-0.781;
-0.541;-0.239;-0.787;
-0.742;-0.501;-0.029;
-0.742;-0.501;-0.029;
-0.671;-0.447;-0.207;
-0.446;-0.460;-0.209;
-0.446;-0.460;-0.209;
-0.533;-0.478;-0.141;
-0.326;-0.435;-0.297;
-0.326;-0.435;-0.297;
-0.322;-0.505;-0.090;
-0.018;-0.492;-0.146;
-0.018;-0.492;-0.146;
-0.160;-0.556;-0.939;
-0.057;-0.602;-0.792;
-0.057;-0.602;-0.792;
 0.083;-0.551;-0.959;
 0.264;-0.563;-0.910;
 0.264;-0.563;-0.910;
 0.437;-0.651;-0.579;
 0.437;-0.651;-0.579;
 0.562;-0.663;-0.509;
 0.730;-0.650;-0.517;
 0.730;-0.650;-0.517;
 0.779;-0.645;-0.519;
 0.963;-0.593;-0.651;
 0.880;-0.637;-0.520;
 0.880;-0.637;-0.520;
 0.977;-0.644;-0.457;
 0.977;-0.644;-0.457;
 0.216;-0.589;-0.563;
 0.264;-0.562;-0.636;
 0.019;-0.514;-0.904;
 0.019;-0.514;-0.904;
 0.988;-0.349;-0.408;
 0.988;-0.349;-0.408;
 0.200;-0.480;-0.947;
 0.876;-0.550;-0.831;
 0.876;-0.550;-0.831;
 0.837;-0.476;-0.082;
 0.952;-0.594;-0.651;
 0.952;-0.594;-0.651;
 0.496;-0.602;-0.745;
 0.651;-0.689;-0.384;
 0.346;-0.636;-0.648;
 0.346;-0.636;-0.648;
 0.003;-0.677;-0.517;
 0.003;-0.677;-0.517;
-0.042;-0.701;-0.425;
-0.157;-0.635;-0.670;
-0.157;-0.635;-0.670;
-0.540;-0.641;-0.596;
-0.478;-0.648;-0.583;
-0.657;-0.666;-0.473;
-0.657;-0.666;-0.473;
-0.422;-0.506;-0.073;
-0.422;-0.506;-0.073;
-0.368;-0.517;-0.045;
-0.466;-0.423;-0.313;
-0.466;-0.423;-0.313;
-0.321;-0.421;-0.336;
-0.352;-0.431;-0.305;
-0.352;-0.431;-0.305;
-0.164;-0.405;-0.393;
-0.125;-0.371;-0.487;
-0.038;-0.422;-0.348;
-0.038;-0.422;-0.348;
 0.084;-0.340;-0.570;
 0.084;-0.340;-0.570;
 0.002;-0.328;-0.602;
-0.038;-0.343;-0.563;
-0.038;-0.343;-0.563;
 0.064;-0.374;-0.481;
-0.017;-0.376;-0.476;
-0.017;-0.376;-0.476;
-0.100;-0.411;-0.379;
-0.103;-0.449;-0.271;
-0.231;-0.388;-0.435;
-0.391;-0.513;-0.057;
-0.391;-0.513;-0.057;
-0.383;-0.526;-0.015;
-0.383;-0.526;-0.015;
-0.208;-0.554;-0.943;
-0.400;-0.587;-0.812;
-0.400;-0.587;-0.812;
-0.018;-0.618;-0.737;
 0.045;-0.307;-0.656;
 0.045;-0.307;-0.656;
 0.151;-0.383;-0.452;
-0.018;-0.466;-0.222;
-0.018;-0.466;-0.222;
 0.024;-0.433;-0.318;
 0.173;-0.456;-0.246;
 0.173;-0.456;-0.246;
 0.023;-0.623;-0.718;
 0.282;-0.581;-0.848;
 0.282;-0.581;-0.848;
 0.086;-0.601;-0.794;
 0.226;-0.530;-0.018;
 0.226;-0.530;-0.018;
 0.329;-0.549;-0.948;
 0.151;-0.590;-0.828;
 0.151;-0.590;-0.828;
 0.275;-0.596;-0.798;
 0.314;-0.603;-0.770;
 0.314;-0.603;-0.770;
 0.091;-0.698;-0.435;
 0.161;-0.624;-0.710;
 0.161;-0.624;-0.710;
 0.201;-0.620;-0.722;
 0.417;-0.241;-0.797;
 0.315;-0.334;-0.572;
 0.315;-0.334;-0.572;
 0.373;-0.261;-0.753;
 0.375;-0.236;-0.813;
 0.375;-0.236;-0.813;
 0.459;-0.289;-0.674;
 0.432;-0.240;-0.799;
 0.432;-0.240;-0.799;
 0.414;-0.261;-0.748;
 0.155;-0.319;-0.621;
 0.155;-0.319;-0.621;
 0.284;-0.265;-0.750;
 0.419;-0.293;-0.666;
 0.419;-0.293;-0.666;
 0.154;-0.313;-0.636;
 0.177;-0.261;-0.766;
 0.177;-0.261;-0.766;
 0.247;-0.342;-0.558;
 0.305;-0.275;-0.724;
 0.305;-0.275;-0.724;
 0.247;-0.273;-0.733;
 0.047;-0.398;-0.414;
 0.047;-0.398;-0.414;
-0.042;-0.362;-0.513;
-0.018;-0.580;-0.865;
-0.018;-0.580;-0.865;
-0.059;-0.602;-0.791;
-0.122;-0.616;-0.739;
-0.122;-0.616;-0.739;
 0.024;-0.598;-0.804;
 0.172;-0.608;-0.764;
 0.172;-0.608;-0.764;
 0.150;-0.649;-0.621;
 0.150;-0.649;-0.621;
 0.133;-0.638;-0.662;
 0.211;-0.631;-0.682;
 0.211;-0.631;-0.682;
 0.350;-0.643;-0.621;
 0.724;-0.599;-0.705;
 0.724;-0.599;-0.705;
 0.875;-0.625;-0.564;
 0.178;-0.518;-0.829;
 0.178;-0.518;-0.829;
 0.416;-0.539;-0.645;
 0.720;-0.238;-0.417;
 0.720;-0.238;-0.417;
 0.697;-0.365;-0.067;
 0.703;-0.393;-0.977;
 0.703;-0.393;-0.977;
 0.609;-0.359;-0.131;
 0.445;-0.386;-0.132;
 0.236;-0.415;-0.134;
 0.236;-0.415;-0.134;
 0.875;-0.472;-0.081;
 0.477;-0.577;-0.837;
 0.477;-0.577;-0.837;
 0.093;-0.557;-0.941;
-0.442;-0.610;-0.728;
-0.442;-0.610;-0.728;
-0.615;-0.624;-0.642;
-0.118;-0.592;-0.593;
-0.118;-0.592;-0.593;
-0.163;-0.677;-0.236;
-0.711;-0.646;-0.004;
-0.210;-0.646;-0.431;
-0.210;-0.646;-0.431;
-0.397;-0.657;-0.992;
-0.397;-0.657;-0.992;
-0.501;-0.652;-0.760;
-0.420;-0.702;-0.079;
-0.420;-0.702;-0.079;
-0.655;-0.632; 0.410;
-0.640;-0.614; 0.772;
-0.640;-0.614; 0.772;
-0.441;-0.586; 0.461;
-0.313;-0.505; 0.071;
-0.313;-0.505; 0.071;
-0.870;-0.543; 0.327;
-0.870;-0.543; 0.327;
-0.822;-0.551; 0.335;
-0.752;-0.481; 0.649;
-0.582;-0.520; 0.618;
-0.582;-0.520; 0.618;
-0.669;-0.536; 0.504;
-0.567;-0.521; 0.623;
-0.567;-0.521; 0.623;
-0.625;-0.566; 0.417;
-0.858;-0.490; 0.546;
-0.858;-0.490; 0.546;
-0.564;-0.525; 0.611;
-0.768;-0.549; 0.382;
-0.768;-0.549; 0.382;
-0.849;-0.533; 0.383;
-0.661;-0.537; 0.504;
-0.661;-0.537; 0.504;
-0.884;-0.552; 0.277;
-0.905;-0.508; 0.442;
-0.905;-0.508; 0.442;
-0.836;-0.508; 0.495;
-0.033;-0.532; 0.236;
-0.033;-0.532; 0.236;
-0.022;-0.555; 0.143;
-0.954;-0.580; 0.096;
-0.954;-0.580; 0.096;
-0.121;-0.536; 0.134;
-0.121;-0.536; 0.134;
-0.992;-0.548; 0.202;
-0.063;-0.557; 0.096;
-0.110;-0.541; 0.123;
-0.110;-0.541; 0.123;
-0.992;-0.567; 0.117;
-0.076;-0.599; 0.879;
-0.076;-0.599; 0.879;
-0.243;-0.552; 0.925;
-0.125;-0.575; 0.946;
-0.125;-0.575; 0.946;
-0.320;-0.558; 0.803;
-0.320;-0.558; 0.803;
-0.312;-0.561; 0.795;
-0.372;-0.551; 0.773;
-0.442;-0.573; 0.544;
-0.565;-0.542; 0.539;
-0.205;-0.593; 0.758;
-0.268;-0.618; 0.529;
-0.268;-0.618; 0.529;
-0.416;-0.554; 0.692;
-0.265;-0.601; 0.635;
-0.265;-0.601; 0.635;
-0.440;-0.569; 0.573;
-0.378;-0.602; 0.463;
-0.378;-0.602; 0.463;
-0.430;-0.569; 0.586;
-0.554;-0.565; 0.403;
-0.554;-0.565; 0.403;
-0.423;-0.560; 0.648;
-0.556;-0.567; 0.390;
-0.556;-0.567; 0.390;
-0.639;-0.575; 0.155;
-0.639;-0.575; 0.155;
-0.383;-0.622; 0.312;
-0.472;-0.610; 0.234;
-0.581;-0.591; 0.156;
-0.581;-0.591; 0.156;
-0.422;-0.646; 0.038;
-0.422;-0.646; 0.038;
-0.518;-0.636; 0.891;
-0.579;-0.623; 0.853;
-0.484;-0.657; 0.751;
-0.484;-0.657; 0.751;
-0.724;-0.608; 0.505;
-0.542;-0.648; 0.661;
-0.542;-0.648; 0.661;
-0.611;-0.631; 0.644;
-0.657;-0.625; 0.539;
-0.657;-0.625; 0.539;
-0.469;-0.678; 0.467;
-0.469;-0.678; 0.467;
-0.619;-0.645; 0.303;
-0.551;-0.667; 0.163;
-0.551;-0.668; 0.141;
-0.481;-0.686; 0.137;
-0.649;-0.640;-0.185;
-0.457;-0.693;-0.081;
-0.457;-0.693;-0.081;
-0.408;-0.698;-0.361;
-0.629;-0.631;-0.569;
-0.629;-0.631;-0.569;
-0.368;-0.699;-0.551;
-0.386;-0.690;-0.636;
-0.364;-0.659;-0.054;
-0.364;-0.659;-0.054;
-0.989;-0.748;-0.000;
-0.335;-0.659;-0.108;
-0.335;-0.659;-0.108;
-0.949;-0.685;-0.548;
-0.949;-0.685;-0.548;
-0.766;-0.742;-0.403;
-0.910;-0.683;-0.607;
-0.910;-0.683;-0.607;
-0.440;-0.714;-0.884;
-0.395;-0.711;-0.932;
-0.312;-0.659;-0.230;
-0.312;-0.659;-0.230;
-0.968;-0.680;-0.311;
-0.953;-0.693;-0.265;
-0.953;-0.693;-0.265;
-0.670;-0.628;-0.617;
-0.175;-0.678;-0.508;
-0.175;-0.678;-0.508;
-0.292;-0.660;-0.567;
-0.292;-0.660;-0.567;
 0.116;-0.565;-0.914;
 0.283;-0.650;-0.605;
 0.283;-0.650;-0.605;
 0.261;-0.629;-0.685;
 0.677;-0.569;-0.821;
 0.872;-0.611;-0.618;
 0.872;-0.611;-0.618;
 0.821;-0.568;-0.787;
 0.257;-0.536;-0.732;
 0.424;-0.538;-0.643;
 0.424;-0.538;-0.643;
 0.500;-0.542;-0.584;
 0.891;-0.386;-0.882;
 0.891;-0.386;-0.882;
 0.992;-0.222;-0.313;
 0.056;-0.283;-0.097;
 0.056;-0.283;-0.097;
 0.109;-0.302;-0.001;
 0.756;-0.402;-0.917;
 0.756;-0.402;-0.917;
 0.686;-0.464;-0.751;
 0.527;-0.446;-0.904;
 0.527;-0.446;-0.904;
 0.327;-0.414;-0.098;
 0.932;-0.496;-0.990;
 0.932;-0.496;-0.990;
 0.554;-0.520;-0.009;
 0.554;-0.520;-0.009;
 0.181;-0.538;-0.998;

